method,stage,required,actual,n_stage_observations,episode_n,terminal,reasoning,mode_mismatch_cost,total,exact,exact_mode_match,strict_clean,clear_success_proxy,auxiliary_success_proxy
risky_ps_old,ALL,fast,deep,107,58,2.1588785046728973,5.065773831775701,1.6635514018691588,7.295676635514019,0.8785046728971962,0.0,0.8504672897196262,0.8785046728971962,0.8878504672897196
risky_ps_old,ALL,fast,fast,93,65,3.849462365591398,4.254983279569893,1.2526881720430108,8.173261774193548,0.7741935483870968,0.1827956989247312,0.7741935483870968,0.7741935483870968,0.8709677419354839
risky_ps_old,stage1,fast,deep,43,43,5.372093023255814,4.682158720930232,1.627906976744186,10.125693604651163,0.6976744186046512,0.0,0.627906976744186,0.6976744186046512,0.7209302325581395
risky_ps_old,stage1,fast,fast,57,57,6.280701754385965,4.267969122807018,1.3421052631578947,10.61982,0.631578947368421,0.2982456140350877,0.631578947368421,0.631578947368421,0.7894736842105263
risky_ps_old,stage2,deep,deep,40,40,7.4,4.178864375,0.7875,11.653184375,0.575,0.425,0.5,0.575,0.75
risky_ps_old,stage2,deep,fast,35,35,8.371428571428572,4.404755571428572,2.2285714285714286,12.845804142857142,0.5142857142857142,0.0,0.5142857142857142,0.5142857142857142,0.6
risky_ps_old,stage2,fast,deep,8,8,0.0,5.321783125,1.9375,5.3944206249999995,1.0,0.0,1.0,1.0,1.0
risky_ps_old,stage2,fast,fast,17,17,0.0,4.747751764705883,1.2647058823529411,4.814628235294117,1.0,0.0,1.0,1.0,1.0
risky_ps_old,stage3,deep,deep,60,60,7.266666666666667,4.161463,1.125,11.501068,0.5833333333333334,0.2833333333333333,0.5333333333333333,0.5833333333333334,0.7166666666666667
risky_ps_old,stage3,deep,fast,15,15,10.2,4.775549333333333,2.8,15.044429333333333,0.4,0.0,0.4,0.4,0.5333333333333333
risky_ps_old,stage3,fast,deep,16,16,0.0,5.414025,1.75,5.48544375,1.0,0.0,1.0,1.0,1.0
risky_ps_old,stage3,fast,fast,9,9,0.0,4.073516111111111,1.0,4.137438333333333,1.0,0.0,1.0,1.0,1.0
risky_ps_old,stage4,deep,deep,69,69,8.072463768115941,4.23541768115942,1.2826086956521738,12.38040463768116,0.5362318840579711,0.2463768115942029,0.4927536231884058,0.5362318840579711,0.6811594202898551
risky_ps_old,stage4,deep,fast,6,6,5.333333333333333,4.8462,3.5,10.2471,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
risky_ps_old,stage4,fast,deep,21,21,0.0,5.258960238095238,1.619047619047619,5.329145952380952,1.0,0.0,1.0,1.0,1.0
risky_ps_old,stage4,fast,fast,4,4,0.0,3.21197,0.75,3.272995,1.0,0.0,1.0,1.0,1.0
risky_ps_old,stage5,deep,deep,69,69,7.949275362318841,4.231058405797102,1.318840579710145,12.252836666666667,0.5362318840579711,0.2463768115942029,0.4927536231884058,0.5362318840579711,0.6811594202898551
risky_ps_old,stage5,deep,fast,6,6,6.75,4.896331666666667,3.0833333333333335,11.714131666666667,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
risky_ps_old,stage5,fast,deep,19,19,0.0,5.319376052631579,1.605263157894737,5.389370789473684,1.0,0.0,1.0,1.0,1.0
risky_ps_old,stage5,fast,fast,6,6,0.0,3.7029833333333335,1.0833333333333333,3.767666666666667,1.0,0.0,1.0,1.0,1.0
risky_ps_safe_conditional,ALL,deep,deep,237,75,6.006329113924051,4.177588206751055,1.0864978902953586,10.256119008438818,0.6919831223628692,0.3037974683544304,0.5907172995780591,0.6919831223628692,0.6666666666666666
risky_ps_safe_conditional,ALL,deep,fast,63,43,9.277777777777779,4.873459920634921,2.8015873015873014,14.218720238095237,0.4444444444444444,0.0,0.4444444444444444,0.4444444444444444,0.5396825396825397
risky_ps_safe_conditional,ALL,fast,deep,102,53,1.8480392156862746,5.104766960784314,1.6470588235294117,7.023838529411765,0.9117647058823529,0.0,0.8823529411764706,0.9117647058823529,0.8823529411764706
